gene_id	reads_per_gene	transcript	reads_per_transcript
ENSG00000111145.8	14	ENST00000549529.1	1
ENSG00000111145.8	14	ENST00000549985.1	5
ENSG00000111145.8	14	ENST00000552142.5	3
ENSG00000111181.12	1	ENST00000359674.8	1
ENSG00000111196.10	4	ENST00000320756.7	3
ENSG00000111196.10	4	ENST00000540074.5	1
ENSG00000111203.13	18	ENST00000228799.7	12
ENSG00000111203.13	18	ENST00000534935.5	1
ENSG00000111203.13	18	ENST00000537851.5	2
ENSG00000111203.13	18	ENST00000541659.1	1
ENSG00000111203.13	18	ENST00000645513.1	2
ENSG00000111215.12	1	ENST00000539285.2	1
ENSG00000111224.14	7	ENST00000228820.9	1
ENSG00000111224.14	7	ENST00000427057.6	2
ENSG00000111224.14	7	ENST00000458162.6	4
ENSG00000111229.16	21	ENST00000228825.12	18
ENSG00000111229.16	21	ENST00000426440.5	1
ENSG00000111229.16	21	ENST00000467622.2	1
ENSG00000111229.16	21	ENST00000475777.2	1
ENSG00000111231.9	14	ENST00000228827.8	14
ENSG00000111237.19	98	ENST00000360579.11	39
ENSG00000111237.19	98	ENST00000546588.1	2
ENSG00000111237.19	98	ENST00000549578.6	28
ENSG00000111237.19	98	ENST00000549970.5	6
ENSG00000111237.19	98	ENST00000550267.1	17
ENSG00000111237.19	98	ENST00000552130.6	5
ENSG00000111237.19	98	ENST00000621131.4	1
ENSG00000111247.14	3	ENST00000228843.13	1
ENSG00000111247.14	3	ENST00000352618.8	2
ENSG00000111252.11	8	ENST00000341259.7	2
ENSG00000111252.11	8	ENST00000538307.1	6
ENSG00000111261.14	72	ENST00000396349.3	5
ENSG00000111261.14	72	ENST00000535902.6	14
ENSG00000111261.14	72	ENST00000545735.1	53
ENSG00000111266.9	8	ENST00000298573.9	8
ENSG00000111269.3	17	ENST00000228865.3	17
ENSG00000111271.15	10	ENST00000313698.9	2
ENSG00000111271.15	10	ENST00000455480.6	7
ENSG00000111271.15	10	ENST00000549590.5	1
ENSG00000111275.13	56	ENST00000261733.7	10
ENSG00000111275.13	56	ENST00000548536.1	46
ENSG00000111276.11	8	ENST00000228872.9	8
ENSG00000111300.10	4	ENST00000261745.9	3
ENSG00000111300.10	4	ENST00000551858.1	1
ENSG00000111319.13	1	ENST00000360168.7	1
ENSG00000111321.11	17	ENST00000228918.9	12
ENSG00000111321.11	17	ENST00000441074.3	3
ENSG00000111321.11	17	ENST00000541005.1	1
ENSG00000111321.11	17	ENST00000541102.1	1
ENSG00000111325.16	23	ENST00000228922.11	9
ENSG00000111325.16	23	ENST00000454694.6	2
ENSG00000111325.16	23	ENST00000536150.5	1
ENSG00000111325.16	23	ENST00000536439.1	5
ENSG00000111325.16	23	ENST00000542037.1	1
ENSG00000111325.16	23	ENST00000545056.5	1
ENSG00000111325.16	23	ENST00000545612.5	4
ENSG00000111328.7	18	ENST00000261692.7	2
ENSG00000111328.7	18	ENST00000542174.5	2
ENSG00000111328.7	18	ENST00000618072.4	14
ENSG00000111331.13	25	ENST00000228928.12	23
ENSG00000111331.13	25	ENST00000549918.1	1
ENSG00000111331.13	25	ENST00000551007.1	1
ENSG00000111335.13	95	ENST00000392583.7	33
ENSG00000111335.13	95	ENST00000449768.2	40
ENSG00000111335.13	95	ENST00000620097.1	22
ENSG00000111348.9	5310	ENST00000228945.9	5119
ENSG00000111348.9	5310	ENST00000535676.1	10
ENSG00000111348.9	5310	ENST00000539131.1	7
ENSG00000111348.9	5310	ENST00000541546.5	30
ENSG00000111348.9	5310	ENST00000541644.5	90
ENSG00000111348.9	5310	ENST00000545895.5	54
ENSG00000111358.14	1	ENST00000543341.7	1
ENSG00000111361.13	95	ENST00000424014.7	94
ENSG00000111361.13	95	ENST00000537073.1	1
ENSG00000111364.16	29	ENST00000238146.9	27
ENSG00000111364.16	29	ENST00000421670.3	1
ENSG00000111364.16	29	ENST00000542286.5	1
ENSG00000111371.16	694	ENST00000398637.10	79
ENSG00000111371.16	694	ENST00000439706.5	6
ENSG00000111371.16	694	ENST00000546893.5	607
ENSG00000111371.16	694	ENST00000549049.5	1
ENSG00000111371.16	694	ENST00000552197.5	1
ENSG00000111412.6	2	ENST00000261318.5	1
ENSG00000111412.6	2	ENST00000547630.1	1
ENSG00000111424.12	12	ENST00000229022.9	2
ENSG00000111424.12	12	ENST00000548664.1	2
ENSG00000111424.12	12	ENST00000549336.6	7
ENSG00000111424.12	12	ENST00000550325.5	1
ENSG00000111445.14	18	ENST00000392542.6	2
ENSG00000111445.14	18	ENST00000454402.7	16
ENSG00000111450.14	1	ENST00000392373.7	1
ENSG00000111452.13	13	ENST00000261654.10	11
ENSG00000111452.13	13	ENST00000543617.2	2
ENSG00000111481.10	157	ENST00000262061.7	127
ENSG00000111481.10	157	ENST00000455864.6	5
ENSG00000111481.10	157	ENST00000548753.1	19
ENSG00000111481.10	157	ENST00000549043.5	1
ENSG00000111481.10	157	ENST00000550027.5	1
ENSG00000111481.10	157	ENST00000550171.5	2
ENSG00000111481.10	157	ENST00000552218.5	1
ENSG00000111481.10	157	ENST00000552362.5	1
ENSG00000111530.13	40	ENST00000544619.1	15
ENSG00000111530.13	40	ENST00000545606.6	25
ENSG00000111540.16	114	ENST00000360299.10	99
ENSG00000111540.16	114	ENST00000549505.5	1
ENSG00000111540.16	114	ENST00000553116.5	11
ENSG00000111540.16	114	ENST00000628569.1	3
ENSG00000111554.14	20	ENST00000393543.7	1
ENSG00000111554.14	20	ENST00000411698.6	18
ENSG00000111554.14	20	ENST00000430606.3	1
ENSG00000111581.10	48	ENST00000229179.9	32
ENSG00000111581.10	48	ENST00000378905.6	10
ENSG00000111581.10	48	ENST00000535333.5	1
ENSG00000111581.10	48	ENST00000539906.5	5
ENSG00000111596.13	132	ENST00000550194.5	2
ENSG00000111596.13	132	ENST00000550641.6	1
ENSG00000111596.13	132	ENST00000550705.1	3
ENSG00000111596.13	132	ENST00000551043.5	28
ENSG00000111596.13	132	ENST00000551179.1	1
ENSG00000111596.13	132	ENST00000551483.5	1
ENSG00000111596.13	132	ENST00000552231.6	95
ENSG00000111596.13	132	ENST00000552599.5	1
ENSG00000111602.12	10	ENST00000229201.4	5
ENSG00000111602.12	10	ENST00000553532.6	4
ENSG00000111602.12	10	ENST00000557589.1	1
ENSG00000111605.18	106	ENST00000266679.8	12
ENSG00000111605.18	106	ENST00000435070.7	94
ENSG00000111615.14	29	ENST00000229214.9	28
ENSG00000111615.14	29	ENST00000551070.5	1
ENSG00000111639.8	8	ENST00000229238.5	7
ENSG00000111639.8	8	ENST00000543164.5	1
ENSG00000111640.15	816	ENST00000229239.10	424
ENSG00000111640.15	816	ENST00000396858.5	73
ENSG00000111640.15	816	ENST00000396859.5	247
ENSG00000111640.15	816	ENST00000396861.5	2
ENSG00000111640.15	816	ENST00000466525.1	1
ENSG00000111640.15	816	ENST00000466588.5	1
ENSG00000111640.15	816	ENST00000619601.1	68
ENSG00000111641.12	16	ENST00000322166.10	1
ENSG00000111641.12	16	ENST00000537442.5	8
ENSG00000111641.12	16	ENST00000541778.5	1
ENSG00000111641.12	16	ENST00000544630.1	2
ENSG00000111641.12	16	ENST00000545492.5	1
ENSG00000111641.12	16	ENST00000620535.4	3
ENSG00000111642.16	237	ENST00000544040.7	86
ENSG00000111642.16	237	ENST00000642594.1	15
ENSG00000111642.16	237	ENST00000642637.1	1
ENSG00000111642.16	237	ENST00000642810.1	2
ENSG00000111642.16	237	ENST00000643815.1	7
ENSG00000111642.16	237	ENST00000644137.1	1
ENSG00000111642.16	237	ENST00000644352.1	11
ENSG00000111642.16	237	ENST00000645005.1	9
ENSG00000111642.16	237	ENST00000645022.1	17
ENSG00000111642.16	237	ENST00000645645.1	47
ENSG00000111642.16	237	ENST00000645991.1	4
ENSG00000111642.16	237	ENST00000646366.1	1
ENSG00000111642.16	237	ENST00000646462.1	1
ENSG00000111642.16	237	ENST00000646608.1	1
ENSG00000111642.16	237	ENST00000646806.1	1
ENSG00000111642.16	237	ENST00000647394.1	3
ENSG00000111642.16	237	ENST00000647483.1	1
ENSG00000111642.16	237	ENST00000647535.1	29
ENSG00000111644.8	5	ENST00000229243.7	2
ENSG00000111644.8	5	ENST00000540513.1	3
ENSG00000111647.13	15	ENST00000279907.12	7
ENSG00000111647.13	15	ENST00000356828.7	2
ENSG00000111647.13	15	ENST00000545232.6	6
ENSG00000111652.10	65	ENST00000229251.7	7
ENSG00000111652.10	65	ENST00000455113.6	9
ENSG00000111652.10	65	ENST00000534947.5	3
ENSG00000111652.10	65	ENST00000538375.5	1
ENSG00000111652.10	65	ENST00000539735.5	10
ENSG00000111652.10	65	ENST00000543155.6	34
ENSG00000111652.10	65	ENST00000626119.2	1
ENSG00000111653.20	40	ENST00000341550.9	16
ENSG00000111653.20	40	ENST00000396807.8	12
ENSG00000111653.20	40	ENST00000412586.6	4
ENSG00000111653.20	40	ENST00000444704.5	3
ENSG00000111653.20	40	ENST00000472002.5	1
ENSG00000111653.20	40	ENST00000484795.5	1
ENSG00000111653.20	40	ENST00000488381.5	3
ENSG00000111664.11	1	ENST00000435982.6	1
ENSG00000111666.11	8	ENST00000229266.8	6
ENSG00000111666.11	8	ENST00000549872.5	2
ENSG00000111667.13	288	ENST00000229268.12	14
ENSG00000111667.13	288	ENST00000389231.9	252
ENSG00000111667.13	288	ENST00000537267.5	19
ENSG00000111667.13	288	ENST00000542371.1	3
ENSG00000111669.15	707	ENST00000396705.10	689
ENSG00000111669.15	707	ENST00000488464.6	18
ENSG00000111670.16	36	ENST00000299314.12	35
ENSG00000111670.16	36	ENST00000549940.5	1
ENSG00000111671.9	11	ENST00000523102.5	2
ENSG00000111671.9	11	ENST00000524270.5	9
ENSG00000111674.9	30	ENST00000229277.6	7
ENSG00000111674.9	30	ENST00000535275.5	3
ENSG00000111674.9	30	ENST00000535366.5	19
ENSG00000111674.9	30	ENST00000541477.5	1
ENSG00000111676.15	4	ENST00000396684.3	4
ENSG00000111678.11	1	ENST00000229281.6	1
ENSG00000111679.17	3248	ENST00000318974.14	3176
ENSG00000111679.17	3248	ENST00000399448.5	13
ENSG00000111679.17	3248	ENST00000416215.6	52
ENSG00000111679.17	3248	ENST00000456013.5	5
ENSG00000111679.17	3248	ENST00000539029.5	1
ENSG00000111679.17	3248	ENST00000542761.5	1
ENSG00000111684.11	569	ENST00000261407.9	538
ENSG00000111684.11	569	ENST00000535021.5	2
ENSG00000111684.11	569	ENST00000535479.5	17
ENSG00000111684.11	569	ENST00000536797.5	12
ENSG00000111707.12	13	ENST00000541280.1	1
ENSG00000111707.12	13	ENST00000543473.2	12
ENSG00000111711.10	58	ENST00000229314.10	45
ENSG00000111711.10	58	ENST00000535593.5	1
ENSG00000111711.10	58	ENST00000539025.5	4
ENSG00000111711.10	58	ENST00000542194.1	6
ENSG00000111711.10	58	ENST00000545113.1	2
ENSG00000111716.14	583	ENST00000396076.5	33
ENSG00000111716.14	583	ENST00000542765.4	1
ENSG00000111716.14	583	ENST00000673047.2	549
ENSG00000111725.11	39	ENST00000229328.10	30
ENSG00000111725.11	39	ENST00000540121.5	2
ENSG00000111725.11	39	ENST00000541640.5	7
ENSG00000111726.13	41	ENST00000229329.7	40
ENSG00000111726.13	41	ENST00000534981.5	1
ENSG00000111727.12	26	ENST00000229330.9	25
ENSG00000111727.12	26	ENST00000544223.6	1
ENSG00000111729.14	107	ENST00000229332.11	91
ENSG00000111729.14	107	ENST00000345999.9	7
ENSG00000111729.14	107	ENST00000352620.9	5
ENSG00000111729.14	107	ENST00000360500.5	4
ENSG00000111731.12	4	ENST00000333957.8	1
ENSG00000111731.12	4	ENST00000539615.1	2
ENSG00000111731.12	4	ENST00000542676.5	1
ENSG00000111737.12	13	ENST00000229340.10	9
ENSG00000111737.12	13	ENST00000534951.5	2
ENSG00000111737.12	13	ENST00000543364.1	1
ENSG00000111737.12	13	ENST00000544304.5	1
ENSG00000111752.11	7	ENST00000433847.2	1
ENSG00000111752.11	7	ENST00000540574.5	2
ENSG00000111752.11	7	ENST00000543824.5	2
ENSG00000111752.11	7	ENST00000544916.6	2
ENSG00000111775.3	6	ENST00000229379.3	5
ENSG00000111775.3	6	ENST00000550009.1	1
ENSG00000111780.8	1	ENST00000551806.1	1
ENSG00000111785.21	17	ENST00000392837.9	7
ENSG00000111785.21	17	ENST00000392839.6	9
ENSG00000111785.21	17	ENST00000470960.1	1
ENSG00000111786.9	71	ENST00000229390.8	68
ENSG00000111786.9	71	ENST00000546942.1	1
ENSG00000111786.9	71	ENST00000548792.1	2
ENSG00000111788.10	1	ENST00000539757.1	1
ENSG00000111790.14	37	ENST00000229395.8	2
ENSG00000111790.14	37	ENST00000327214.5	27
ENSG00000111790.14	37	ENST00000538172.1	3
ENSG00000111790.14	37	ENST00000546072.5	5
ENSG00000111796.4	20	ENST00000229402.4	20
ENSG00000111801.16	59	ENST00000244519.7	29
ENSG00000111801.16	59	ENST00000361232.7	4
ENSG00000111801.16	59	ENST00000474790.5	1
ENSG00000111801.16	59	ENST00000477388.1	1
ENSG00000111801.16	59	ENST00000483179.5	21
ENSG00000111801.16	59	ENST00000497681.1	3
ENSG00000111802.14	121	ENST00000341060.3	3
ENSG00000111802.14	121	ENST00000378198.9	112
ENSG00000111802.14	121	ENST00000480495.1	6
ENSG00000111817.19	5	ENST00000331677.7	1
ENSG00000111817.19	5	ENST00000359564.3	1
ENSG00000111817.19	5	ENST00000606712.1	2
ENSG00000111817.19	5	ENST00000644252.3	1
ENSG00000111832.13	24	ENST00000466444.7	14
ENSG00000111832.13	24	ENST00000487832.6	10
ENSG00000111837.12	8	ENST00000536370.6	2
ENSG00000111837.12	8	ENST00000538030.3	3
ENSG00000111837.12	8	ENST00000675026.1	1
ENSG00000111837.12	8	ENST00000676116.1	2
ENSG00000111843.14	6	ENST00000229563.6	5
ENSG00000111843.14	6	ENST00000541412.5	1
ENSG00000111845.5	11	ENST00000379568.4	11
ENSG00000111846.18	2	ENST00000265012.4	1
ENSG00000111846.18	2	ENST00000379597.7	1
ENSG00000111850.11	20	ENST00000229570.9	16
ENSG00000111850.11	20	ENST00000448282.6	1
ENSG00000111850.11	20	ENST00000608868.2	3
ENSG00000111859.17	137	ENST00000379446.10	41
ENSG00000111859.17	137	ENST00000504387.5	84
ENSG00000111859.17	137	ENST00000508800.1	7
ENSG00000111859.17	137	ENST00000514660.1	5
ENSG00000111860.14	3	ENST00000368491.8	3
ENSG00000111863.13	19	ENST00000513651.5	19
ENSG00000111875.8	65	ENST00000229595.6	65
ENSG00000111877.17	1	ENST00000316068.7	1
ENSG00000111880.16	34	ENST00000369475.7	7
ENSG00000111880.16	34	ENST00000369485.9	11
ENSG00000111880.16	34	ENST00000538899.2	6
ENSG00000111880.16	34	ENST00000627296.1	10
ENSG00000111885.7	5	ENST00000368468.4	5
ENSG00000111886.11	1	ENST00000602432.1	1
ENSG00000111897.7	369	ENST00000339697.5	369
ENSG00000111906.18	15	ENST00000318787.13	3
ENSG00000111906.18	15	ENST00000398153.7	10
ENSG00000111906.18	15	ENST00000608461.1	2
ENSG00000111912.20	21	ENST00000229634.13	3
ENSG00000111912.20	21	ENST00000368357.7	1
ENSG00000111912.20	21	ENST00000392477.7	9
ENSG00000111912.20	21	ENST00000438495.6	8
ENSG00000111913.20	1272	ENST00000378023.8	15
ENSG00000111913.20	1272	ENST00000463828.1	2
ENSG00000111913.20	1272	ENST00000473070.1	50
ENSG00000111913.20	1272	ENST00000510784.8	4
ENSG00000111913.20	1272	ENST00000538035.6	69
ENSG00000111913.20	1272	ENST00000540914.5	203
ENSG00000111913.20	1272	ENST00000606385.1	1
ENSG00000111913.20	1272	ENST00000613507.4	2
ENSG00000111913.20	1272	ENST00000643898.2	508
ENSG00000111913.20	1272	ENST00000645100.1	417
ENSG00000111913.20	1272	ENST00000647136.1	1
ENSG00000111961.18	6	ENST00000367467.8	3
ENSG00000111961.18	6	ENST00000622663.1	3
ENSG00000111962.8	2	ENST00000367463.5	2
ENSG00000112029.10	8	ENST00000229758.8	2
ENSG00000112029.10	8	ENST00000367241.3	6
ENSG00000112031.16	20	ENST00000367231.9	1
ENSG00000112031.16	20	ENST00000367233.10	4
ENSG00000112031.16	20	ENST00000414771.5	2
ENSG00000112031.16	20	ENST00000461949.5	2
ENSG00000112031.16	20	ENST00000464135.5	8
ENSG00000112031.16	20	ENST00000485512.5	3
ENSG00000112033.14	23	ENST00000311565.4	2
ENSG00000112033.14	23	ENST00000337400.6	1
ENSG00000112033.14	23	ENST00000360694.8	20
ENSG00000112062.11	45	ENST00000229794.9	16
ENSG00000112062.11	45	ENST00000229795.7	9
ENSG00000112062.11	45	ENST00000310795.8	3
ENSG00000112062.11	45	ENST00000468133.5	16
ENSG00000112062.11	45	ENST00000474429.5	1
ENSG00000112078.14	27	ENST00000265344.8	1
ENSG00000112078.14	27	ENST00000373731.7	26
ENSG00000112079.9	67	ENST00000229812.8	67
ENSG00000112081.17	157	ENST00000373715.11	106
ENSG00000112081.17	157	ENST00000477442.6	38
ENSG00000112081.17	157	ENST00000620389.1	2
ENSG00000112081.17	157	ENST00000620941.1	11
ENSG00000112096.19	478	ENST00000337404.8	1
ENSG00000112096.19	478	ENST00000367054.6	4
ENSG00000112096.19	478	ENST00000367055.8	328
ENSG00000112096.19	478	ENST00000444946.6	3
ENSG00000112096.19	478	ENST00000452684.2	3
ENSG00000112096.19	478	ENST00000535459.5	8
ENSG00000112096.19	478	ENST00000538183.7	131
ENSG00000112110.10	19	ENST00000367034.5	19
ENSG00000112118.20	636	ENST00000229854.12	12
ENSG00000112118.20	636	ENST00000419835.8	33
ENSG00000112118.20	636	ENST00000421471.1	1
ENSG00000112118.20	636	ENST00000596288.7	590
ENSG00000112130.17	9	ENST00000229866.10	3
ENSG00000112130.17	9	ENST00000373479.9	5
ENSG00000112130.17	9	ENST00000469316.5	1
ENSG00000112137.18	5	ENST00000379335.8	4
ENSG00000112137.18	5	ENST00000481706.1	1
ENSG00000112139.16	5	ENST00000373401.2	1
ENSG00000112139.16	5	ENST00000434837.8	1
ENSG00000112139.16	5	ENST00000502298.1	1
ENSG00000112139.16	5	ENST00000505425.5	2
ENSG00000112146.16	37	ENST00000244426.10	7
ENSG00000112146.16	37	ENST00000323557.11	30
ENSG00000112149.10	8	ENST00000379153.4	8
ENSG00000112159.12	32	ENST00000629399.2	32
ENSG00000112167.10	11	ENST00000229903.5	9
ENSG00000112167.10	11	ENST00000373249.5	2
ENSG00000112182.15	2	ENST00000257749.9	1
ENSG00000112182.15	2	ENST00000493201.5	1
ENSG00000112195.9	70	ENST00000483722.2	70
ENSG00000112200.17	17	ENST00000370706.9	2
ENSG00000112200.17	17	ENST00000370708.8	1
ENSG00000112200.17	17	ENST00000370710.10	8
ENSG00000112200.17	17	ENST00000444273.6	2
ENSG00000112200.17	17	ENST00000491832.6	1
ENSG00000112200.17	17	ENST00000504364.1	2
ENSG00000112200.17	17	ENST00000510989.1	1
ENSG00000112208.11	7	ENST00000370693.5	7
ENSG00000112234.9	15	ENST00000229971.2	4
ENSG00000112234.9	15	ENST00000369244.7	11
ENSG00000112237.13	142	ENST00000369220.8	2
ENSG00000112237.13	142	ENST00000482541.2	1
ENSG00000112237.13	142	ENST00000518714.5	2
ENSG00000112237.13	142	ENST00000520371.5	5
ENSG00000112237.13	142	ENST00000520429.6	126
ENSG00000112237.13	142	ENST00000523799.5	1
ENSG00000112237.13	142	ENST00000523985.5	5
ENSG00000112245.12	8	ENST00000626021.2	8
ENSG00000112249.14	22	ENST00000369162.7	19
ENSG00000112249.14	22	ENST00000518006.1	1
ENSG00000112249.14	22	ENST00000522650.5	2
ENSG00000112282.18	86	ENST00000354577.8	5
ENSG00000112282.18	86	ENST00000368060.7	25
ENSG00000112282.18	86	ENST00000368068.8	50
ENSG00000112282.18	86	ENST00000479213.1	6
ENSG00000112297.18	106	ENST00000457437.1	3
ENSG00000112297.18	106	ENST00000633556.3	103
ENSG00000112299.8	9	ENST00000367928.5	9
ENSG00000112303.14	227	ENST00000326499.11	100
ENSG00000112303.14	227	ENST00000422400.6	70
ENSG00000112303.14	227	ENST00000525270.5	33
ENSG00000112303.14	227	ENST00000525289.5	1
ENSG00000112303.14	227	ENST00000525674.5	18
ENSG00000112303.14	227	ENST00000526192.1	4
ENSG00000112303.14	227	ENST00000528801.5	1
ENSG00000112304.11	11	ENST00000230048.5	10
ENSG00000112304.11	11	ENST00000476436.1	1
ENSG00000112305.15	9	ENST00000316999.9	9
ENSG00000112306.8	13	ENST00000230050.4	12
ENSG00000112306.8	13	ENST00000484616.2	1
ENSG00000112308.13	91	ENST00000378102.3	36
ENSG00000112308.13	91	ENST00000378119.9	55
ENSG00000112312.10	6	ENST00000230056.8	4
ENSG00000112312.10	6	ENST00000356509.7	2
ENSG00000112320.12	1	ENST00000317357.10	1
ENSG00000112335.15	176	ENST00000230085.13	156
ENSG00000112335.15	176	ENST00000349379.5	15
ENSG00000112335.15	176	ENST00000368979.6	5
ENSG00000112339.15	52	ENST00000367822.9	4
ENSG00000112339.15	52	ENST00000367826.6	1
ENSG00000112339.15	52	ENST00000367837.10	40
ENSG00000112339.15	52	ENST00000527005.5	2
ENSG00000112339.15	52	ENST00000527578.5	5
ENSG00000112343.11	72	ENST00000357085.5	72
ENSG00000112357.13	1	ENST00000318471.5	1
ENSG00000112365.5	12	ENST00000230122.4	12
ENSG00000112367.12	79	ENST00000230124.8	56
ENSG00000112367.12	79	ENST00000368941.2	3
ENSG00000112367.12	79	ENST00000454215.6	1
ENSG00000112367.12	79	ENST00000674569.1	2
ENSG00000112367.12	79	ENST00000674641.1	1
ENSG00000112367.12	79	ENST00000674649.1	4
ENSG00000112367.12	79	ENST00000674657.1	2
ENSG00000112367.12	79	ENST00000674744.1	1
ENSG00000112367.12	79	ENST00000675096.1	1
ENSG00000112367.12	79	ENST00000675254.1	1
ENSG00000112367.12	79	ENST00000675272.1	1
ENSG00000112367.12	79	ENST00000675606.1	1
ENSG00000112367.12	79	ENST00000675714.1	4
ENSG00000112367.12	79	ENST00000676435.1	1
ENSG00000112406.5	4	ENST00000367658.3	4
ENSG00000112419.14	2	ENST00000367582.7	1
ENSG00000112419.14	2	ENST00000440869.6	1
ENSG00000112425.16	4	ENST00000367519.9	3
ENSG00000112425.16	4	ENST00000639465.1	1
ENSG00000112473.18	27	ENST00000374675.7	17
ENSG00000112473.18	27	ENST00000374677.8	8
ENSG00000112473.18	27	ENST00000463972.1	2
ENSG00000112486.16	18	ENST00000341935.9	2
ENSG00000112486.16	18	ENST00000349984.6	1
ENSG00000112486.16	18	ENST00000400926.5	15
ENSG00000112511.18	11	ENST00000374512.7	1
ENSG00000112511.18	11	ENST00000374516.8	5
ENSG00000112511.18	11	ENST00000486845.1	1
ENSG00000112511.18	11	ENST00000495509.6	4
ENSG00000112514.18	9	ENST00000374500.10	2
ENSG00000112514.18	9	ENST00000440279.7	2
ENSG00000112514.18	9	ENST00000462802.5	1
ENSG00000112514.18	9	ENST00000482684.5	1
ENSG00000112514.18	9	ENST00000488034.6	2
ENSG00000112514.18	9	ENST00000607266.5	1
ENSG00000112531.17	14	ENST00000361752.8	2
ENSG00000112531.17	14	ENST00000453779.6	3
ENSG00000112531.17	14	ENST00000537883.5	8
ENSG00000112531.17	14	ENST00000541696.1	1
ENSG00000112561.18	22	ENST00000343317.10	10
ENSG00000112561.18	22	ENST00000373033.6	2
ENSG00000112561.18	22	ENST00000406563.6	8
ENSG00000112561.18	22	ENST00000416140.5	2
ENSG00000112576.13	209	ENST00000372987.8	32
ENSG00000112576.13	209	ENST00000372988.8	99
ENSG00000112576.13	209	ENST00000372991.9	36
ENSG00000112576.13	209	ENST00000415497.6	38
ENSG00000112576.13	209	ENST00000506555.5	1
ENSG00000112576.13	209	ENST00000510503.5	1
ENSG00000112576.13	209	ENST00000512426.5	1
ENSG00000112576.13	209	ENST00000513956.5	1
ENSG00000112578.10	4	ENST00000230340.9	3
ENSG00000112578.10	4	ENST00000489290.1	1
ENSG00000112584.14	36	ENST00000476287.4	33
ENSG00000112584.14	36	ENST00000496635.1	1
ENSG00000112584.14	36	ENST00000625626.1	2
ENSG00000112592.14	86	ENST00000230354.10	28
ENSG00000112592.14	86	ENST00000392092.7	53
ENSG00000112592.14	86	ENST00000421512.5	3
ENSG00000112592.14	86	ENST00000540980.5	1
ENSG00000112592.14	86	ENST00000636632.1	1
ENSG00000112599.9	1	ENST00000230361.4	1
ENSG00000112624.12	65	ENST00000314073.9	16
ENSG00000112624.12	65	ENST00000394168.1	49
ENSG00000112640.16	285	ENST00000394110.7	54
ENSG00000112640.16	285	ENST00000461010.5	13
ENSG00000112640.16	285	ENST00000485511.6	213
ENSG00000112640.16	285	ENST00000676174.1	5
ENSG00000112651.12	18	ENST00000230413.9	1
ENSG00000112651.12	18	ENST00000388752.8	17
ENSG00000112655.16	1	ENST00000230418.8	1
ENSG00000112659.14	16	ENST00000252050.9	13
ENSG00000112659.14	16	ENST00000504647.1	1
ENSG00000112659.14	16	ENST00000506830.5	2
ENSG00000112679.14	52	ENST00000344450.9	10
ENSG00000112679.14	52	ENST00000419235.6	19
ENSG00000112679.14	52	ENST00000603453.5	1
ENSG00000112679.14	52	ENST00000603726.5	5
ENSG00000112679.14	52	ENST00000603795.5	14
ENSG00000112679.14	52	ENST00000604914.5	3
ENSG00000112685.14	33	ENST00000230449.9	33
ENSG00000112695.11	6	ENST00000370089.6	1
ENSG00000112695.11	6	ENST00000459637.2	3
ENSG00000112695.11	6	ENST00000481061.2	1
ENSG00000112695.11	6	ENST00000509698.5	1
ENSG00000112697.17	57	ENST00000230461.11	51
ENSG00000112697.17	57	ENST00000370050.9	4
ENSG00000112697.17	57	ENST00000475111.6	2
ENSG00000112699.11	3	ENST00000380815.5	3
ENSG00000112701.18	17	ENST00000327284.12	1
ENSG00000112701.18	17	ENST00000370010.6	7
ENSG00000112701.18	17	ENST00000424947.6	4
ENSG00000112701.18	17	ENST00000447266.7	3
ENSG00000112701.18	17	ENST00000503501.1	2
ENSG00000112739.17	37	ENST00000337659.11	15
ENSG00000112739.17	37	ENST00000481109.5	20
ENSG00000112739.17	37	ENST00000494674.1	2
ENSG00000112742.10	1	ENST00000509894.5	1
ENSG00000112759.19	84	ENST00000371708.1	9
ENSG00000112759.19	84	ENST00000371755.9	73
ENSG00000112759.19	84	ENST00000393844.7	2
ENSG00000112763.17	94	ENST00000312541.10	51
ENSG00000112763.17	94	ENST00000377600.7	16
ENSG00000112763.17	94	ENST00000429381.5	15
ENSG00000112763.17	94	ENST00000480218.1	12
ENSG00000112773.16	81	ENST00000320172.11	47
ENSG00000112773.16	81	ENST00000369754.7	4
ENSG00000112773.16	81	ENST00000369756.3	29
ENSG00000112773.16	81	ENST00000412306.1	1
ENSG00000112782.19	4	ENST00000339561.12	1
ENSG00000112782.19	4	ENST00000672327.1	3
ENSG00000112796.10	6	ENST00000230565.3	1
ENSG00000112796.10	6	ENST00000371383.7	4
ENSG00000112796.10	6	ENST00000492313.1	1
ENSG00000112799.9	18	ENST00000230568.5	18
ENSG00000112851.14	35	ENST00000380935.5	5
ENSG00000112851.14	35	ENST00000380943.6	4
ENSG00000112851.14	35	ENST00000506030.5	7
ENSG00000112851.14	35	ENST00000508515.1	12
ENSG00000112851.14	35	ENST00000509946.1	1
ENSG00000112851.14	35	ENST00000511297.5	6
ENSG00000112855.17	15	ENST00000230771.9	5
ENSG00000112855.17	15	ENST00000508522.5	5
ENSG00000112855.17	15	ENST00000642752.1	3
ENSG00000112855.17	15	ENST00000645749.1	1
ENSG00000112855.17	15	ENST00000646468.1	1
ENSG00000112874.10	2	ENST00000230792.7	1
ENSG00000112874.10	2	ENST00000507423.1	1
